,loss,acc,val_loss,val_acc
0,1.54681012170033,0.38786521553993225,1.1917888879832619,0.5034433603286743
1,1.1726641643682032,0.5401608347892761,0.9547975600346112,0.634528636932373
2,1.026412342554147,0.6169194579124451,0.9378803114204841,0.6521016359329224
3,0.9073184870974565,0.6759645938873291,0.8802172415926292,0.6646876931190491
4,0.8252806811447749,0.7093555927276611,0.658595537309889,0.7601519823074341
5,0.7601256580613944,0.73735111951828,0.6272140101705925,0.79054856300354
6,0.6928100576350272,0.759951114654541,0.6293265949983378,0.7791498303413391
7,0.6337072229077129,0.7855033874511719,0.5800497600540246,0.7924483418464661
8,0.5761613360881368,0.8043367862701416,0.5883806954650861,0.797910213470459
9,0.5404373084310722,0.8251043558120728,0.7134337743991516,0.7535027265548706
10,0.4989488085542812,0.8356917500495911,0.5275798555639599,0.82878178358078
11,0.4693612135513657,0.8453629016876221,0.5181699093900988,0.8166705965995789
12,0.4420224776472371,0.8530998826026917,0.5223737258125274,0.830206573009491
13,0.3888320176018652,0.8683701753616333,0.5056687775204001,0.8299691081047058
14,0.36159903672687344,0.8799755573272705,0.51690900648498,0.8294941782951355
15,0.3340015061534156,0.8929044008255005,0.5414767476823601,0.8351935148239136
16,0.3066028491152555,0.8986052870750427,0.5431385564990917,0.8226074576377869
17,0.27825732983494805,0.9098035097122192,0.5622122300064668,0.8311564922332764
18,0.24352285978593372,0.9200854897499084,0.5680540459607848,0.8363808989524841
19,0.23582792851877082,0.9235467910766602,0.556614208238421,0.8432676196098328
20,0.2110391068146669,0.933726966381073,0.6056247508846448,0.834243655204773
21,0.19446285743280375,0.9389188885688782,0.6762289955125685,0.8304440975189209
22,0.16823335062015765,0.9464522004127502,0.6573210222064048,0.8347185850143433
23,0.15056559519928925,0.9513387084007263,0.667871219023082,0.8325813412666321
24,0.15174781754127492,0.9529675245285034,0.7055201873137248,0.8378057479858398
25,0.1266516805579521,0.9602972865104675,0.7616520505535633,0.8309190273284912
26,0.14962083809695903,0.9553089737892151,0.6644619347731536,0.8349560499191284
27,0.13513220355535105,0.9606026411056519,0.6974437294253202,0.8230823874473572
28,0.09495323663098645,0.9708846807479858,0.8022816300930022,0.8363808989524841
29,0.1103444495779257,0.964471161365509,0.7981141968708767,0.822844922542572
30,0.09748562120009643,0.9704774618148804,0.7348826513617941,0.8292567133903503
31,0.10028144378098647,0.9706810712814331,0.8186903187000562,0.8214200735092163
32,0.10155618444800371,0.9693576097488403,0.7850653294626933,0.8411303758621216
33,0.09724045460443566,0.9697648286819458,0.974165474694745,0.8114461898803711
34,0.08070083782129929,0.9737350940704346,0.7809018831557657,0.8223699927330017
